artist,album,title,text,
Will Wood and the Tapeworms,The Real Will Wood,The First Step - Live,"""If you're not on your worst behavior, get the fuck out!""

[Verse 1]
I’m in a meat-pack plant by the gutterside
A slaughterhouse apartment with a slice of lime
I’m cruisin’ with the bruisers, boozin’, I’ll be a suitor, losing my mind
Because there’s nothing to find
The fetid stench of bad intentions hangs in the sweat
I’m in a sauna hot with trauma(?), oh, tryin’ to forget
All the masochistic rapture missteps
Imminent pleasure’s ready to cut to the bone

[Pre-Chorus]
You said, “Let loose,” but now you’re lost
While I tied my boots with a tightrope noose
The problem chased the taste of the cause
And the evidence supports the truth, is 80 enough proof for you?

[Chorus]
Here’s to my lady, and I’m coming inside
Drink to me, baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night
Good times on Front Street

[Verse 2]
Loose lips sink ships, but captain, will you go down?
I said float your boat until overboard and hoping to drown
Tell me what prevented you from coming downtown alone
Because we know you’re not afraid
This chastity is Greek to me, the meat is still fresh
The gnashing teeth will masticate the bone from the flesh
Since nobody will tell me where these bastards go, I’ll see for myself
I think they might go to hell

[Pre-Chorus]
You said, “Let loose,” but now you’re lost
While I tied my boots like a tightrope noose
The problem chased the taste of the cause
And the evidence supports the truth, is 80 enough proof for you?

[Chorus]
Here’s to my lady, and I’m coming inside
Drink to me, baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night
Good times on Front Street

""Make some fucking noise, you fucking scumbags!""
""Give me some of that osmosis!""
""Is this shit enough proof for you?""

[Chorus]
Here’s to my lady, and I’m coming inside
Drink to me, baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night

""Give us all osmosis! Give us all that fucking osmosis! Oh, yeah!""

[Outro]
Always a good time
Last call for morals, better cover your drink
Sodom and Gomorrah'd, let it go down the sink
""Sing it with me, you fuckers!""
Last call for morals, better cover your drink, oh
Sodom and Gomorrah'd, let it go down the sink

Last call for morals, better cover your drink
Sodom and Gomorrah'd, let it go down the sink
Last call for morals, better cover your drink
Good times on Front Street

(I trusted you, I trusted you!
I trusted you, I trusted you!
I trusted you, I trusted you!
I trusted you, I trusted you!)",
Will Wood and the Tapeworms,The Real Will Wood,2012 - Live,"""Here's a song""

(""Fuck!"")

I was an existential criminal, so innocently cynical
Ignorant as fuck, but a proud individual
Originally meant to live a God-damned miracle
Might’ve been metaphysical, but I think it was medical

Testing my hypothesis, never finding a theory

Emulating animals and mental aboriginals
A miserable fuck, but a loud Tao mystical
An enemy of ritual traditionally integral to
Biblical originals, but literally pitiful

Too impatient for outpatient, paging Dr. Leary
Did you lose yourself? It’s always in the last place that you’d check

I might find myself by retracing my steps

I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember 2012. I don’t remember
Oh, the whole year’s a blur

I think I bought into the comedy and brought a lot of oddity
An odyssey I thought to be consider a commodity
And not until anomaly abolished my monotony
Did I applaud autonomy and modify a lot of me?

I’ll escape this reality, be the next Houdini

So I glory be Satori but it’s hallucinatory
And it’s sure to be a story I can tell in purgatory
I said, once I’ve lost it can there be a
Mahaprajnaparamita?

Did you lose yourself? It’s always in the last place that you’d check

I might find myself (by retracing my steps)
By retracing my steps

I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I heard the world would turn to hell
Compared to that, I’m doing well

I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember how I forgot myself
I don’t remember, I don’t remember 2012
I don’t remember 2012, I don’t remember 2012",
Will Wood and the Tapeworms,The Real Will Wood,Mr. Capgras - Live,"[Intro]
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re trying to replace yourself
You’re trying to replace yourself, you’re (trying to replace yourself)

[Verse 1]
Carving out a fact from a reckoning
Beckoning you back, skin sagging of its skeleton
Levitating off the ground
Is another man wearing your face
All the other false identities
Remedies or enemies to mitigate your memories
Shuddered at what they found
When they stripped away the grace

[Pre-Chorus]
Eulogy or biography
I’m who I oughta be, and that is God to me (Never, never, never)
So, my God, what’s wrong with me?
If who I wanna be might be
Never, never, never
Never, never, never
Never, never, never
No, never

[Chorus]
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, you better pray that I die
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, and no, you’re never gon’ find
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself

[Verse 2]
Damn, I thought you’re not your impostor
You’re so sure you’re not gonna get caught
Dead in your own skin
But you didn’t choose what you were born in
And another man in your repertoire
Ready in your head and fed upon your memoirs
Still the same rules apply
From the birthday to the mourning

[Pre-Chorus]
What you feel and what you do
Are those things really you? And if not, then what is? (Never, never, never)
So, my god, what’s wrong with you?
And I’m still asking who that is
Never, never, never
Never, never, never
Never, never, never
No, never

[Chorus]
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, you better pray that I die
You’ll never take me alive, baby, you’ll never take me alive
You’ll never take me, you’ll never take me, and no, you’re never gon’ find
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself

[Break]
""Fucking hurt each other! Come on!""

[Chorus]
You’ll never take me alive, baby, you’ll never take me alive
(This is not enough, this is not enough to prove it yet)
You’ll never take me, you’ll never take me, you better pray that I die
(No, I need to hit the bottom)
You’ll never take me alive, baby, you’ll never take me alive
(This is not enough, this is not enough to prove it yet)
You’ll never take me, you’ll never take me, you’ll never take me, you’ll never take me, whoa
(No, I need to hit the bottom)

[Outro]
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself
Somebody to replace yourself, somebody to replace yourself",
Will Wood and the Tapeworms,The Real Will Wood,Chemical Overreaction - Live,"[Intro]
""We're comin’ up, you guys""

[Verse 1]
Nettles on my saddle and a badge on my vest
Better bet I’ll never settle, and I never could rest
Till the sunrise dies and sets in the west
(A rattlesnake bite and a bullet in my chest)
I won’t stop to drop to draw a line in the sand
‘cause I’ll be picked apart to pieces by coyotes
I’m a lizard in the hand of the medicine man
Who is the wizard of the land on wild peyote
Woah

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing (I am a chemical reaction)

[Verse 2]
Bienvenidos a la villa de arañas españas
Where the sentimental value of the city around you
Is deleted obsolete and still completely will stun you
I’m tripping like a klutz, and I’m rolling like thunder
I’m a snot nosed pothead playing with matches
A rotten spot of mold with my hands on a cactus
My mouth is dry, and my eyes are red
I’m chewing on sand ‘cause the desert’s in my head

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing, I am a chemical reaction

[Bridge]
""Can we drop this shit?
I wanna see you at each other's throats, man
Make some fucking noise
One, two, three""

[Outro]
Wretch and pule this panoramic
Stretched out view is fat with panic
Precognition lacks in hindsight
We caught the illness back before the twilight
I might be a saint worth steeples
I might be the brain of evil
Bad things happen to good people
Good things happen to me

[Instrumental]",
Will Wood and the Tapeworms,The Real Will Wood,Fibrodysplasia Ossificans Progressiva - Live,"[Verse 1]
To cut down on my silhouette
My favorite food are smoke and hearts
My leftover frets forget stiletto-self vendettas
While my cracking backbone lacks but backs up my false starts
All nightmares start as dreams
And I hear my subconscious screaming
They say that beauty’s just skin deep
So naturally, please show me your

[Chorus]
Bones, bones, bones, let me see your bones
Well, I don’t wanna know if the feeling follows home
Bones, bones, bones, hell, we’re all alone
If I come home, baby, will you show your bones?

[Verse 2]
Lumps in throats and petticoats
Your baby teeth would pray for you
A selfish book is always open
And some of the best liars only want the truth
All love starts as a scheme
So wake me up, I’m tired (of sleeping)
They say that beauty’s just skin deep
So obviously, please show me your

[Chorus]
Bones, bones, bones, let me see your bones
Well, I don’t wanna know if the feeling follows home
Bones, bones, bones, hell, we’re all alone
If I come home, baby, will you show me your bones?

[Bridge]
All nightmares start as dreams
All love starts as a scheme
Give me all your LSD
So I can feel my mind unweave again
They say that beauty’s just skin deep
So Ana stands and rends the rancid meat from her

[Chorus]
Bones, bones, bones, let me see your bones
Well, I don’t wanna know if the feeling follows home
Bones, bones, bones, hell, we’re all alone
If I come home, baby, will you show me your—
Bones, bones, bones, I can see my bones
Well, I don’t wanna know if the feeling follows home
Bones, bones, bones, hell, we’re all alone
If I come home, baby, will you show your—

[Instrumental Outro]",
Will Wood and the Tapeworms,The Real Will Wood,-ish - Live,"Well if winter comes and takes my life
Will it be the death I had in mind?
Or will I be captured in the ice
To preserve the way I died?

Well, at 27, will I see?
That I was born to be the man I'll be
And if I change my self, can I still stay me?
Or did I just change my mind?

I am a point in time and space
And I am the truths that I create
And so where my matter takes its stand
No, it doesn't matter who I am

No, it doesn't matter who I am

And I'm gonna be (myself again)",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),6up 5oh Cop-Out (Pro/Con) [Remastered],"[Verse 1]
Six-up, five-oh, pigs come, I cop n’ go
The blotter shows they got me on the rocks like Galapagos
Good luck finding critters creepy as me. They shoulda fried me, I’ll give ya PTSD
Vodka shots droppin’ down the throat they been stompin’ on
Cockin’ guns, lockin’ up, the quotas all for shock n’ awe
Drivin’s tirin’, and I been hot-wirin’ to make my get away from the jailbreak riot and
Cellmates scrapin’ upon the bricks in the basement
Tryin’ to escape this probation generation- too late!
Crazy fuckers’ gotta do the time
Committed to the mental ward, committing all the crimes
I’m alive and kickin’ till the split ends fray
Maybe plead insane, guilty, but I’m not to blame!
I’m a slave to the main vein, sprayin’ on the mainframe
Suffering the infrastructure, hoping I can maintain!

[Pre-Chorus]
Oh how I know how I go how I go. Ask me a question the answer I know
Yes or no options don’t weigh out and so; I don’t ever see the cons and the pros

[Chorus]
You bare a striking resemblance
Some kind of semblance of somethin’ I been rememberin’
You appear familiar dear. You look just like my bathroom mirror
Please policeman- no heel-to-toe. Oh please, let me go!
Please policeman- is it a test? I won’t know till I’m under arrest

[Verse 2]
The drunk-tank’s blood red. Junkie’s gonna relapse
Some think punk’s dead, me I don’t believe that
Rock n’ roll gatherin’ the moss till I be that lichen-coated boulder, make you slip, Bust your kneecap!
Open on the amazon, hide the cure for cancer
I’m Lance Armstrong, you’re the necromancer
Slash n’ burn, crash into the 42nd answer
All my fellow skeletons adore the army ants here
Flies on my eyeballs, scabs on my elbows
Heaven knows God’s sittin’ up there like “Hell no!”
Only one thing comes to those who wait. It's never too late to embrace your fate

[Pre-Chorus]
May death come swiftly and gently to you
Mayhem, cry mayday, and oncoming doom
Save your convictions, they never will do. What you say’s at least 1 6 billionth true

[Chorus]
You bare a striking resemblance
Some kind of semblance of somethin’ I been rememberin’
You appear familiar dear. You look just like my bathroom mirror
Please policeman- no heel-to-toe. Oh please, let me go!
Please policeman- is it a test? I won’t know till I’m under arrest

Am I being detained? Am I under arrest? (Yes you are)
Read me my rights please. (No) I want my phone call
Please policeman- no heel-to-toe. Oh please, let me go!
Please policeman- is it a test? I won’t know till I’m under arrest
Please policeman- no heel-to-toe. Oh please, let me go!
Please policeman- is it a test? I won’t know till I’m under arrest",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),"Skeleton Appreciation Day in Vestal, NY (Bones) [Remastered]","[Verse 1]
To cut down on my silhouette, my favorite foods are smoke and hearts
My leftover frets forget stiletto-self vendettas, while my cracking backbone lacks but backs up my false starts
All nightmares start as dreams and I hear my subconscious screaming
They say that beauty’s just skin deep, so naturally, please show me your

[Chorus]
Bones, bones, bones. Let me see your bones
Well I don’t wanna know if the feeling follows home
Bones, bones, bones. Hell, we’re all alone
If I come home, baby, will you show your bones?

[Verse 2]
Lumps in throats and petticoats, your baby teeth would pray for you
A selfish book is always open, and some of the best liars only want the truth
All love starts as a scheme, so wake me up, I’m tired of sleeping
They say that beauty’s just skin deep. So obviously please show me your

[Chorus]
Bones, bones, bones. Let me see your bones
Well I don’t wanna know if the feeling follows home
Bones, bones, bones. Hell, we’re all alone
If I come home, baby, will you show your bones?

[Bridge]
All nightmares start as dreams, all love starts as a scheme
Give me all your LSD so I can feel my mind unweave again
They say that beauty’s just skin deep
So Ana stands and rends the rancid meat from her

[Chorus]
Bones, bones, bones. Let me see your bones
Well I don’t wanna know if the feeling follows home
Bones, bones, bones. Hell, we’re all alone
If I come home, baby, will you show your
Bones, bones, bones. I can see my bones
Well I don’t wanna know if the feeling follows home
Bones, bones, bones. Hell, we’re all alone
If I come home, baby, will you show your bones
My bones. Your bones. Tell me you can see my bones
My bones. Your bones. Tell me you can see them

[Outro, Spoken]
A moment on the lips, a lifetime on the hips
Your stomach isnt growling, its applauding
Let's go order pizza
Coffee, smokes, and cold diet cokes
Mad as a hatter, thin as a dime!
It tastes of regret
Nothing taste as good as skinny feels",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),Front Street [Remastered],"[Spoken]
""Quick while she turns her back, slip it in""

[Verse 1]
I’m in a meat-pack plant by the gutterside
A slaughterhouse apartment with a slice of lime
I’m cruisin’ with the bruisers, boozin’, I’ll be a suitor, losing my mind
Because there’s nothing to find

The fetid stench of bad intentions hangs in the sweat
I’m in a sauna hot with drama and I’m tryin’ to forget
All the masochistic rapture mis-steps
Imminent pleasure’s ready to cut. To the bone

[Pre-Chorus]
You said “let loose!” But now you’re lost
While I tied my boots like a tightrope noose
The problem chased the taste of the cause
While the evidence supports the truth. Is 80 enough proof for you?

[Chorus]
Here’s to my lady and I’m coming inside
Drink to me baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night. Good times on Front Street
On Front Street

[Verse 2]
Loose lips sink ships, but captain, will you go down?
Float your boat and overboard and hoping to drown
Tell me what prevented you from coming downtown all alone
Because we know you’re not afraid

This chastity is Greek to me, the meat is still fresh
The gnashing teeth will masticate the bones from the flesh
Since nobody will tell me where these bastards go, I’ll see for myself
I think they might go to hell

[Pre-Chorus]
You said “let loose!” But now you’re lost
While I tied my boots like a tightrope noose
The problem chased the taste of the cause
While the evidence supports the truth. Is 80 enough proof for you?

[Chorus]
Here’s to my lady and I’m coming inside
Drink to me baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night. Good times on Front Street
On Front Street

[Spoken]
Step right up folks! Get yourself a big meaty fill of some of the most noxious, toxic, obnoxious, disgusting shit around? How vile can you be?
Is 80 enough proof for you?!

[Chorus]
Here’s to my lady and I’m coming inside
Drink to me baby, and what’s left of what’s right
It’s easier to use and lose than never to have used you
On a fucked up Saturday night. Always a good time on Front Street!

[Outro]
LAST CALL FOR MORALS
BETTER COVER YOUR DRINK (On front Street)
SODOM AND GOMORRA’D
LET IT GO DOWN THE SINK
LAST CALL FOR MORALS (On front Street)
BETTER COVER YOUR DRINK
SODOM AND GOMORRA’D (On front Street)
LET IT GO DOWN THE SINK
LAST CALL FOR MORALS
BETTER COVER YOUR DRINK
SODOM AND GOMORRA’D
LET IT GO DOWN THE SINK
LAST CALL FOR MORALS
BETTER COVER YOUR DRINK

Good times on Front Street!",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),¡Aikido! (Neurotic/Erotic) [Remastered],"[Verse 1]
I apologize for playing with your eyes, but I’m obsessed with you
Rolling out of bed is morning in my head, ‘cause I’m obsessed with you
Rose mirages into vases, I don’t stand a chance
Quiet girls with wrist corsages, cordial silence, I can’t dance

[Verse 2]
Holding breath by graveyards, salt over my shoulder, I’m obsessed with you
Rainbow-walking cave-heart never will be bolder, I’m obsessed with you
Chickenscratch Rembrandts of your likeness, all this nonsense makes me think
My insides cry “try thy finest” why, then, am I at my brink?

[Verse 3]
I told Doctor Tillis to prescribe an illness, but he said his schedule's filled with
Children who need Prozac, Prilosec and Lo-jack, triple-sec and Lexapro
For second-guesses. Drugs that heal. So we can touch instead of feel

[Verse 4]
Oh, I apologize for playing with your eyes, but I’m obsessed with you
Bite your tongue and smile, stick around a while. I’m obsessed with you
Neurotic erotic, neurotic erotic, neurotic erotic, neurotic erotic
I’m obsessed with you

[Outro]
1 2 3 4!
I apologize for playing with your eyes, but I’m obsessed with you
Bite your tongue and smile, stick around a while. I’m obsessed with you
Neurotic erotic, neurotic erotic, neurotic erotic, neurotic erotic, neurotic erotic!
I’m obsessed with you!",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),White Knuckle Jerk (Where Do You Get Off?) [Remastered],"[Verse 1]
She’s got the eyes of a snake- loaded dice- raising stakes from a cash cow
I’ll be her burn victim- hypothermic- so damn hot
Come to smiling like I blacked out in Glasgow
I woke up in the name that I wore last night to the sound of an empty bed
And it’s ringing in my ears just like sweet nothings from the voices in my head

[Chorus]
Where do you get off being so God damn beautiful?
Oh lord. Don’t ask me what I mean
Where do you get off being so God damn beautiful?
Oh lord

[Verse 2]
She’s got the touch of an anesthesiologist- please put me under
Because I tremble with the notion that there’s something unsaid
But numb my head I’ll mumble reticently I wonder how I
I woke up in the middle of my surgery and I watched them botch my heart
Only the second-worst thing that I could’ve thought was
“This won’t have to end if it doesn’t start.”

[Chorus]
Where do you get off being so God damn beautiful?
Oh lord. Don’t ask me what I mean
Where do you get off being so God damn beautiful?
Oh lord

[Bridge]
I’ll never know. I’ll never know. I’ll never know. I’ll never know what it’s like
What it’s like to love you
I’ll never know. I’ll never know. I’ll never know. I’ll never know what it’s like
What it’s like to love you
Woah no

[Chorus]
Where do you get off being so God damn beautiful?
Oh lord. Heart bluer than my balls
Where do you get off being so God damn beautiful?
Oh lord. Just say that it’s on me",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),(Cover This Song) A Little Bit Mine [Remastered],"[Spoken]
Why do you wanna kill me?

[Verse 1]
Say you’re still her; the woman you were, and you haven’t turned into
Someone who never could love me again
Cause you never broke my heart, no, you fixed it, and now it works
But only enough just to suffer the hurt
What can I say to convince you to slip back into my arms again?
I won’t do you no harm again, lemme tell you that I’m sorry and that-

[Chorus]
I’m just a little bit crazy about you
Just a little bit out of my mind
Just a little insane without you
Please come back and be just a little bit mine

[Verse 2]
I never thought, and if I did, I forgot while blacked out in-love
That’s what’s only starting would come to an end
But now I’m hungover and hung out to dry and I’m giving it time
Does not knowing the truth turn my words into lies?
What can I say to convince you or do to make you agree with me?
I don’t need you to be with me- just try to remember what you’d see in me

[Chorus]
I’m just a little bit crazy about you
Just a little bit out of my mind
Just a little insane without you
Please come back and be just a little bit mine

[Bridge]
I’ll be here singing til our heartbeats might slip back
Into that rhythm again
Whether it is or isn’t the end; who cares?
God knows that I could use a friend

[Chorus]
I’m just a little bit crazy about you
Just a little bit out of my mind
Just a little insane without you
Please come back and be just a little-
I’m just a little bit crazy about you
Just a little bit out of my mind
Just a little insane without you
Please come back and be just a little bit mine
Woah Yeah Woah

?Just a little bit mine

[Spoken]
Fuck this


",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),"Thermodynamic Lawyer, Esq. G.F.D. [Remastered]","[Verse 1]
Tearing the hair off a black baboon's skull
Is a bitch with some 4000 names
Vomiting lies through a theremin throat
As some businessmen pick at her brains
Pulls back skinny lips to reveal a proboscis
Seems Seth Brundle's at it again
Tears pages from spines as she judges the cover
And shamelessly spoils the end

[Verse 2]
Blood vessels drying and curling inside are
Unfurling from out of her wrists
Well, she wrings out a snake and collects all its poison
Intending on learning to hiss
Foams at the mouth with a head full of acid
And giving some poor illness the blame
Knocking the pieces the fuck off the chessboard
Insisting that she's won the game

[Chorus]
So all that I see absolute entropy
As the chemical bonds fall apart
Well, it seems she broke me
But I swear she could not break my heart
She could not break my heart, oh lord

[Verse 3]
Makes up excuses for throbbing black bruises
And uses them to her advantage
Never came down from her last trip on Jesus
Disease is her primary language
Garbled and gruesome, her words so absurd
Like I heard a transmission from Apollo 13
No apology, I request misery
So no rest till I've twisted her chest round my knee

[Bridge]
So squeal like a trolley wheel, cry like a baby
With autism strapped to a ceiling fan
Soil your visage with mucus and twisting
Of features unable to stand
Buckle your knees looking up at me
And beg me to spare thee the back of my hand
For the sake of humanity, die of your blight
We're blessed, you're barren as mojave sands

[Chorus]
So all that I see absolute entropy
As the chemical bonds fall apart
Well, it seems she broke me
But I swear she could not break my heart

[Outro]
So all that I see absolute entropy
As the chemical bonds fall apart
Well, it seems she broke me
But I swear she can go fucking die (Get cancer)
Go fucking die (Get AIDS and)
Go fucking die (Kill yourself)
Kill yourself and go die",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),Red Moon [Remastered],"[Verse 1]
Red, red moon, keep on rising
The sunset soon indeed will bleed in my horizon
The crescent rests, tethered to the west
Waxing to the rhythm writhing in my chest
That crack between the watercolor sky and sea is the
Corner where you’re born in the mist
I might deride the tide, ‘cause I’m pulled as it pools about my feet
Towards your stolen light, while you’re holding my slight gravity

[Chorus]
Well I walk the equator, chasing the light
Little do I know it orbits close behind
I might remember or might assume
But I only turn around every once in a red, red moon
I only turn around every once in a red, red, moon
I said I only turn around everyone once in a red, red, moon
(Red, red, red)

[Verse 2]
Red, red moon. When will your shadows break?
Tell the truth; what’re you hiding behind that face?
If matter's in then I might space out
Why can’t I take in what you’ve been putting out?
Why do I reject while you endlessly reflect?
You’re projecting your perfection astounds
Nighttime, please hide my eyes, so the man up there won’t watch me stare
Teach me to make moonshine, and we’ll get drunk on the spirits of the air

[Chorus]
Well I walk the equator, chasing the light
Little do I know it orbits close behind
I might remember or might assume
But I only turn around every once in a red, red moon
I only turn around every once in a red, red, moon
I said I only turn around everyone once in a red, red, moon

[Bridge]
The constellations form infinite paisleys in the sky
The condensation tumbles down and erases my sight
And is it in the nightmare map of the cosmos up high?
Or is it in the signs? Or stranger still, just in my eyes?

[Chorus]
Well I walk the equator, chasing the light
Little do I know it orbits close behind
I might remember or might assume
But I only turn around every once in a red, red moon
I only turn around every once
I said I walk the equator, chasing the light
Little do I know it orbits close behind
I might remember or might assume
But I only turn around every once in a red, red moon
I said I only turn around everyone once in a red, red moon
I said I only turn around everyone once in a red, red moon",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),Lysergide Daydream [Remastered],"[Verse 1]
Ooh, I wanna be in the picture on the postcard
Pouring pitchers in the backyard by the garden we tend
Ooh, I wanna be where the crickets chirp for me
Frogs that fractal at my feet
By the dirt road dead end
Where the matches burn like candles, no locks on the doors
We can blow the seeds of dandelions, wish for nothing more
Where the sunrise comes early, but the night’s still very long
And the constellations mirror glistening dewdrops on the lawn
I feel the grass between my toes already

[Chorus]
Ooh, I wanna be, in a place I can call a place to get away from it all
Aah Aah Aah Aah Aah Aah Aah
Aah Aah Aah Aah Aah Aah Aah

[Verse 2]
Ooh I wanna be, in the autumn pastel landscape
An odd, attractive escape out two miles from downtown
Ooh I wanna be, where it’s always apple season
Underneath the dancing trees where we know up is down
Where the television’s broken and the campfire’s smoking
And we’re hopeful for tomorrow cause we know we had today
We’re laughing and we’re joking with no criticism spoken
If the clouds come out and drown the town we’ll still go out and play
I feel the hands that I can hold already

[Chorus]
Ooh, I wanna be, in a place I can call a place to get away from it all
Aah Aah Aah Aah Aah Aah Aah
Aah Aah Aah Aah Aah Aah Aah

[Bridge]
I know the day is far away, and if it comes it will not stay
But I can’t chase the flavor from my mind
Well this is my lysergide daydream. It’s not a plan, not half a scheme
To find that place to bathe my two bare, tired and worn out feet

[Outro]
No, I don't believe there's a place I can call a place to get away
From it all

No, I don't believe there's a place I can call a place to get away from it",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),The First Step [Remastered],"[Spoken, reversed]
""God, grant me the serenity to accept the things I cannot change, the courage to change the things I can, and the wisdom to know the difference""

[Verse 1]
You could say I’m plastered, ‘cause I hit the wall
I lost count after 21, in the college crawl
I been a boozin’ bastard
They’re callin’ me Edward Forty-hands, I can’t touch anyone
With an enemy like me, who would need a friend?
Nevermind I’m drunk

[Chorus]
Well, we’ve had enough power since the blackout started
For an EKG for the broken hearted
I’d try to see the glass as half full
But I’d probably just drink that too
Glass half full, I'd probably just drink that too

[Verse 2]
I’m the reason they call it an “Irish Goodbye”
And I hope I don’t choke on my vomit tonight
Well I bet that a bottle of brandy so bitter’d be better than bitin’
The bullet and betterin’ myself, sorry if I slur
Take my anxiety and my sobriety
I’ll kill two birds with one stoner
So if you see me, please take my keys
I don’t wanna be an organ donor

[Chorus]
Well, we’ve had enough power since the blackout started
For an EKG for the broken hearted
I’d try to see the glass as half full
But I’d probably just drink that too
Glass half full, I'd probably just drink that too

[Bridge]
I’m going down, and I’m taking you with me
I’m bringing the water to the horse
So bring me the hair of the dog that bit me, yeah
So I can clone it and have a little more
Haha

[Chorus]
Well, we’ve had enough power since the blackout started
For an EKG for the broken hearted
I’d try to see the glass as half full
Even when I'm empty, half full
I’d try to see the glass as half full
But I’d probably just

Glass half full, I'd probably just drink that too
I'd probably just drink that too

[Outro]
99 bottles of beer on the wall, 99 bottles of beer
You take one down, pass it around, 92 bottles of beer on the wall
76 bottles of beer on the wall, 99 bottles of beer
You take on down, pass it around, 98 bottles of beer on the wall
(W!)
(No?)
(Okay)",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),"Jimmy Mushrooms' Last Drink: Bedtime in Wayne, NJ [Remastered]","[Verse 1]
Salt on the glass, coke on the knife
Is there anything left to escape but life?
I didn’t sign. I didn’t sign up for this
May today lose what yesterday won
Hope that tomorrow I’ll get something done
I’m gonna run. I’m gonna run out of time

[Chorus]
But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse

[Verse 2]
Everything’s useless, especially songs
I think the truth is that everyone’s wrong
Still sing along. Still sing a long, long time
I might keep looking for nothing to find
They say “Keep trucking, it’s all in your mind!”
“Jimmy, you’re fine,” End of the line gaining speed
Wrapping trees

[Chorus]
But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse

But, I’ll tell you what, I’m not afraid to die
I’m more afraid of what might happen first
Either way it’s not like we’ll get out alive
I can’t say that I know which one is worse",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),Chemical Overreaction / Compound Fracture [Remastered],"[Verse 1]
Nettles on my saddle and a badge on my vest, better bet I’ll never settle and I never could rest
Till the sunrise dies and sets in the west, a rattlesnake bite and a bullet in my chest
I won’t stop to drop to draw a line in the sand, ‘cause I’ll be picked apart to pieces by coyotes
I’m a lizard in the hand of the medicine man who is the wizard of the land on wild peyote. Woah

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing. I am a chemical reaction

[Sick Kazoo Solo]

[Verse 1]
Bienvenidos a la villa de arañas españas, where the sentimental value of the city around you is deleted obsolete and still completely will stun you
I’m tripping like a klutz and I’m rolling like thunder
I’m a snot nosed pothead playing with matches, a rotten spot of mold with my hands on a cactus
My mouth is dry and my eyes are red, I’m chewing on sand ‘cause the desert’s in my head

[Chorus]
Aye aye, I eye my eyes, I’m taking action
Aye aye, I eye my eyes, I’m gaining traction
Aye aye, I eye my eyes, no more distractions
I’m done relaxing. I am a chemical reaction

[Outro]
Wretch and pule this panoramic, stretched out view is fat with panic
Precognition lacks in hindsight, we caught the illness back before the twilight
I might be a saint worth steeples, I might be the brain of evil
Bad things happen to good people, good things happen to me",
Will Wood and the Tapeworms,Everything is a Lot (Remastered),Everything Is A Lot [Remastered],"[Verse]
Night sky, I wonder why I am alive until I die
I find that at this size, no answer can be right
All the moments you’ve lost, all the money it cost, all the dreams that you tossed aside
All that you feel is only real if you decide it inside
So when you’re holding on to everything but you feel you cannot let it go
'Cause everything is a lot",
